id,label,start,end,text,doc_id
5534,c: verzoek ontvangen,163,178,1 februari 2022,57
5535,DATE+,373,377,2021,57
5536,DATE+,581,585,2021,57
5537,DATE+,635,639,2021,57
5538,c: ontvangst verzoek bevestigd,712,727,1 februari 2022,57
5539,c: beslistermijn verdaagd,768,784,28 februari 2022,57
5540,c: inwerking treden van Woo,836,846,1 mei 2022,57
5541,DATE+,1096,1100,2021,57
5542,DATE+,1165,1172,22-0097,57
5543,DATE+,1328,1332,2021,57
5544,DATE+,1424,1428,2021,57
5545,c: contact,1484,1497,29 maart 2022,57
5546,DATE+,1864,1871,22-0097,57
7821,ID,9,11,57,57
7822,title,24,43,22-0097-besluit.pdf,57
7823,event,48,53,Datum,57
7824,event,180,254,verzocht u met een beroep op de Wet openbaarheid van bestuur (hierna: Wob),57
7826,event,150,159,ontvangen,57
7827,event,647,707,ontvangst van uw verzoek is schriftelijk bevestigd bij brief,57
7828,event,785,828,is de beslistermijn met vier weken verdaagd,57
7829,event,847,928,is de Wet open overheid (hierna: Woo) inwerking getreden en is de Wob ingetrokken,57
7830,event,1498,1677,bent u geïnformeerd dat er derde belanghebbenden bij de openbaarmaking van de documenten zijn betrokken en dat deze in de gelegenheid zijn gesteld hierover een zienswijze te geven,57
5549,DATE+,332,342,22-0267Woo,59
5550,c: besluit datum,378,393,11 oktober 2022,59
5551,c: verzoek datum,465,478,29 maart 2022,59
5552,c: verzoek ontvangen,492,505,31 maart 2022,59
5553,DATE+,737,741,2014,59
5554,DATE+,1022,1026,2014,59
5555,c: ontvangst verzoek bevestigd,1185,1198,31 maart 2022,59
5556,c: overig,1297,1309,22 juni 2022,59
5557,DATE+,1342,1354,21 juni 2022,59
5558,DATE+,1429,1436,22-0267,59
5559,c: overig,1444,1455,8 juli 2022,59
5560,c: overig,1511,1525,4 oktober 2022,59
5561,DATE+,1680,1685,"100,-",59
5562,c: contact,1814,1828,7 oktober 2022,59
5563,c: overig,1962,1976,7 oktober 2022,59
5564,DATE+,2263,2270,22-0267,59
7831,ID,9,11,59,59
7832,title,24,43,22-0267-besluit.pdf,59
7833,event,358,377,Datum: verzonden op,59
7834,event,506,515,ontvangen,59
7835,event,517,623,heeft u de Nederlandse Voedsel- en Warenautoriteit (hierna: NVWA) gevraagd om informatie openbaar te maken,59
7836,event,1199,1289,heeft u per aangetekende brief bericht ontvangen dat uw verzoek in goede orde is ontvangen,59
7837,event,1310,1364,heb ik uw ingebrekestelling van 21 juni 2022 ontvangen,59
7838,event,1526,1610,heb ik van de Rechtbank Overijssel de uitspraak op het bovengenoemd beroep ontvangen,59
7839,event,1828,1942, heb ik uw verzoek voor wat betreft de onderdelen 1 en 2 doorgestuurd aan RVO en u daarover per brief geïnformeerd,59
7840,event,1977,2072,heb ik echter van RVO vernomen dat RVO al een identiek verzoek van u in behandeling had genomen,59
7841,event,1456,1503,heb ik een kopie van uw beroepschrift ontvangen,59
5565,DATE+,81,90,12-5-2022,93
5566,DATE+,115,128,12 april 2022,93
5567,c: besluit datum,148,160,28 juli 2022,93
5568,c: verzoek datum,279,292,12 april 2022,93
5569,c: ontvangst verzoek bevestigd,789,802,22 april 2022,93
5570,c: beslistermijn verdaagd,839,849,9 mei 2022,93
5571,DATE+,944,955,24 mei 2022,93
5572,c: inwerking treden van Woo,975,985,1 mei 2022,93
5573,DATE+,1255,1259,2017,93
5574,DATE+,1294,1298,2019,93
5575,DATE+,1726,1732,34 775,93
7842,ID,9,11,93,93
7843,title,24,76,besluit-op-wob-verzoek-over-anti-witwasrichtlijn.pdf,93
7845,event,142,147,Datum,93
7846,event,293,405,heeft u met een beroep op de Wet openbaarheid van bestuur (hierna: Wob) gevraagd om informatie openbaar te maken,93
7848,event,720,784,ontvangst van uw verzoek heb ik schriftelijk bevestigd bij brief,93
7849,event,850,891,heb ik uw verzoek met twee weken verdaagd,93
7850,event,986,1045,is de Wob vervangen door de Wet open overheid (hierna: Woo),93
5576,c: besluit datum,186,198,13 juli 2022,122
5577,DATE+,238,250,13 juli 2022,122
5578,DATE+,255,265,6 mei 2022,122
5579,c: verzoek datum,300,310,6 mei 2022,122
5580,DATE+,479,491,1 april 2022,122
5581,DATE+,503,513,6 mei 2022,122
5582,c: ontvangst verzoek bevestigd,597,607,6 mei 2022,122
5583,c: beslistermijn verdaagd,631,642,3 juni 2022,122
7851,ID,9,12,122,122
7852,title,25,77,besluit-woo-verzoek-2022-33-schiphol-meivakantie.pdf,122
7854,event,180,185,Datum,122
7855,event,311,360,heeft u bij mijn ministerie een verzoek ingediend,122
7856,date,479,513,1 april 2022 tot en met 6 mei 2022,122
7857,event,554,592,ontvangst van uw verzoek is per e-mail,122
7858,event,608,623,aan u bevestigd,122
7859,event,643,699,is per e-mail de behandeling van uw Woo-verzoek verdaagd,122
5598,DATE+,338,349,27 augustus,102
5599,c: besluit datum,360,373,11 april 2022,102
5600,DATE+,445,449,2011,102
5601,c: verzoek datum,482,498,27 augustus 2021,102
5602,c: verzoek ontvangen,513,529,30 augustus 2021,102
5603,DATE+,756,760,2011,102
5604,c: ontvangst verzoek bevestigd,849,865,2 september 2021,102
5605,DATE+,966,981,25 oktober 2021,102
5606,c: contact,989,1006,21 september 2012,102
7863,ID,9,12,102,102
7864,title,25,50,besluit-wob-laadpalen.pdf,102
7865,event,354,359,Datum,102
7867,event,500,509,ontvangen,102
7868,event,531,625,heeft u met een beroep op de Wet openbaarheid van bestuur (hierna: Wob) verzocht om documenten,102
7869,date,445,459,2011 tot heden,102
7870,date,756,770,2011 tot heden,102
7871,event,778,844,ontvangst van uw verzoek heb ik u schriftelijk bevestigd bij brief,102
7872,event,1007,1094,hebben medewerkers van mijn ministerie met u gesproken over de invulling van uw verzoek,102
5762,DATE+,92,107,31 januari 2022,105
5763,c: besluit datum,118,129,18 mei 2022,105
5764,c: verzoek datum,152,167,31 januari 2022,105
5765,c: ontvangst verzoek bevestigd,510,525,9 februari 2022,105
5766,c: contact,571,584,10 maart 2022,105
5767,c: inwerking treden van Woo,663,673,1 mei 2022,105
5768,c: inwerking treden van Woo,794,799,1 mei,105
5769,DATE+,836,851,31 januari 2022,105
5770,DATE+,951,959,22/12/21,105
5771,DATE+,1035,1043,16/12/21,105
7875,title,25,87,besluit-wob-onrechtmatigheden-compensatie-toeslagenaffaire.pdf,105
7876,ID,9,12,105,105
7877,event,112,117,Datum,105
7878,event,199,279,heeft u met een beroep op de Wet openbaarheid van bestuur (hierna: Wob) verzocht,105
7879,event,439,505,ontvangst van uw verzoek heb ik u schriftelijk bevestigd bij brief,105
7880,event,585,652,uitgenodigd voor een gesprek over de behandeling van uw Wob-verzoek,105
7881,event,674,733,is de Wob vervangen door de Wet open overheid (hierna: Woo),105
7882,event,803,812,Woo geldt,105
5772,DATE+,83,100,09 september 2022,34
5773,c: besluit datum,111,128,23 september 2022,34
5774,c: verzoek datum,151,167,9 september 2022,34
5775,DATE+,444,459,45 miljoen euro,34
5776,DATE+,538,551,augustus 2022,34
5777,c: contact,575,592,13 september 2022,34
5778,c: contact,679,696,14 september 2022,34
5779,DATE+,852,868,25 augustus 2022,34
5780,DATE+,989,1006,14 september 2022,34
5781,DATE+,1102,1118,25 augustus 2022,34
7883,ID,9,11,34,34
7884,title,24,64,2022-079-woo-besluit-over-groeifonds.pdf,34
7885,event,105,110,Datum,34
7886,event,207,256,heeft u OCW gevraagd informatie openbaar to maken,34
7887,event,593,636,telefonisch contact geweest ter bevestiging,34
7888,event,697,742,is ook aan u aanvullende informatie verschaft,34
5782,c: besluit datum,113,126,20 april 2022,87
5783,c: verzoek datum,153,167,7 oktober 2021,87
5784,c: verzoek ontvangen,182,197,22 oktober 2021,87
5785,DATE+,427,441,1 januari 2021,87
5786,DATE+,446,460,7 oktober 2021,87
5787,c: ontvangst verzoek bevestigd,524,539,22 oktober 2021,87
5788,c: beslistermijn verdaagd,588,604,19 november 2021,87
5789,c: contact,652,668,19 november 2021,87
5790,c: overig,700,714,3 januari 2022,87
5791,c: overig,753,768,17 januari 2022,87
5792,DATE+,1003,1018,21 januari 2022,87
5793,c: overig,1038,1050,3 maart 2022,87
5794,DATE+,1150,1163,10 maart 2022,87
7889,ID,9,11,87,87
7890,title,24,82,Besluit+wob-verzoek+vertrek+minister+van+Nieuwenhuizen.pdf,87
7891,event,107,112,Datum,87
7892,event,169,178,ontvangen,87
7893,event,199,289,heeft u met een beroep op de Wet openbaarheid van bestuur (hierna: Wob) informatie verzoch,87
7894,date,427,460,1 januari 2021 tot 7 oktober 2021,87
7895,event,493,520,ontvangst van uw verzoek is,87
7896,event,540,560,per e-mail bevestigd,87
7897,event,568,584,beslistermijn is,87
7898,event,605,628,met vier weken verdaagd,87
7899,event,642,648,bent u,87
7900,event,669,692,per e-mail geïnformeerd,87
7901,event,715,745,heeft u mij in gebreke gesteld,87
7902,event,769,853,heeft u bij de rechtbank Midden-Nederland een beroep niet tijdig beslissen ingesteld,87
7903,event,1051,1137,zijn belanghebbenden in de gelegenheid gesteld om hun zienswijze naar voren te brengen,87
7904,c: overig,1145,1163,9 en 10 maart 2022,87
7905,event,1164,1224,hebben de belanghebbenden hun zienswijze naar voren gebracht,87
5850,c: besluit datum,155,170,28 januari 2022,45
5851,c: verzoek datum,242,254,4 maart 2021,45
5852,c: verzoek ontvangen,269,281,5 maart 2021,45
5853,DATE+,480,484,2018,45
5854,DATE+,496,508,4 maart 2021,45
5855,DATE+,597,603,1/2005,45
5856,c: ontvangst verzoek bevestigd,676,688,8 maart 2021,45
5857,c: beslistermijn verdaagd,726,739,29 maart 2021,45
5858,DATE+,788,801,27 april 2021,45
7916,ID,9,11,45,45
7917,title,24,43,21-0200-besluit.pdf,45
7918,event,114,154,Datum: Uitsluitend verstuurd per mail op,45
7919,event,256,265,ontvangen,45
7920,event,283,375,heeft u met een beroep op de Wet openbaarheid van bestuur (hierna: Wob) informatie verzocht ,45
7921,date,480,508,2018 tot en met 4 maart 2021,45
7922,event,611,671,ontvangst van uw verzoek is schriftelijk bevestigd bij brief,45
7923,event,740,783,is de beslistermijn met vier weken verdaagd,45
5884,DATE+,86,88,50,28
5885,c: besluit datum,228,239,8 juli 2022,28
5886,c: verzoek datum,306,319,29 maart 2022,28
5887,c: contact,612,625,12 april 2022,28
5888,c: overig,708,721,20 april 2022,28
5889,DATE+,862,873,24 mei 2022,28
5890,c: contact,890,901,24 mei 2022,28
5891,DATE+,1084,1096,22 juni 2022,28
5892,c: overig,1120,1132,21 juni 2022,28
5893,c: inwerking treden van Woo,1178,1188,1 mei 2022,28
5894,DATE+,1317,1327,1 mei 2022,28
7934,ID,9,11,28,28
7935,title,24,65,2022-018_Besluit_Wob-Woo_verzoek_NPLO.pdf,28
7936,event,221,227,D atum,28
7937,event,398,509,"heeft u het ministerie van Onderwijs, Cultuur en Wetenschap (hierna: OCW) gevraagd informatie openbaar te maken",28
7939,event,626,661,heeft er een gesprek plaatsgevonden,28
7940,event,722,820,heeft u een formele ontvangstbevestiging ontvangen waarin de bovenstaande afspraken zijn bevestigd,28
7941,event,902,1018,heeft een Woo-jurist van OCW telefonisch contact met u opgenomen en aangegeven dat de termijn onhaalbaar is gebleken,28
7942,event,1110,1116,bent u,28
7943,event,1133,1153,op de hoogte gesteld,28
7944,event,1189,1306,is de Wet open overheid (hierna: Woo) in werking getreden waarmee de Wet openbaarheid van bestuur niet meer geldig is,28
5895,c: verzoek ontvangen,141,156,22 oktober 2021,95
5896,DATE+,321,336,9 februari 2017,95
5897,DATE+,488,492,2016,95
5898,c: ontvangst verzoek bevestigd,706,721,27 oktober 2021,95
5899,c: contact,769,783,7 januari 2022,95
5900,c: contact,1047,1061,7 januari 2022,95
5901,DATE+,1178,1193,9 februari 2017,95
5902,DATE+,1280,1292,januari 2022,95
5903,DATE+,1298,1305,1 maart,95
5904,DATE+,1306,1310,2017,95
5905,DATE+,1403,1415,januari 2022,95
5906,DATE+,1421,1434,14 maart 2017,95
5907,DATE+,1521,1534,15 maart 2017,95
5908,DATE+,1632,1645,24 april 2017,95
5909,DATE+,1732,1744,januari 2022,95
5910,DATE+,1750,1763,25 april 2017,95
5911,DATE+,1860,1872,januari 2022,95
5912,DATE+,1877,1890,25 april 2017,95
5913,DATE+,1966,1977,21 mei 2014,95
5914,DATE+,1991,2004,25 april 2017,95
5915,DATE+,2076,2087,21 mei 2014,95
5916,DATE+,2101,2114,25 april 2017,95
5917,DATE+,2199,2205,21 mei,95
5918,DATE+,2219,2223,2014,95
5919,DATE+,2231,2244,25 april 2017,95
5920,DATE+,2345,2357,januari 2022,95
5921,DATE+,2369,2381,10 juni 2015,95
5922,DATE+,2388,2399,15 mei 2017,95
5923,DATE+,2492,2503,24 mei 2017,95
5924,DATE+,2579,2590,31 augustus,95
5925,DATE+,2685,2689,2017,95
5926,DATE+,2707,2720,augustus 2017,95
5927,DATE+,2728,2739,5 september,95
5928,DATE+,2834,2838,2017,95
5929,DATE+,2857,2868,6 september,95
5930,DATE+,2966,2970,2017,95
5931,DATE+,2999,3010,15 december,95
5932,DATE+,3112,3126,2017Productie3,95
5933,DATE+,3241,3247,267 70,95
5934,DATE+,4241,4248,201I7ng,95
5935,DATE+,4368,4384,e-l1lllllberlcht,95
5936,DATE+,4565,4570,"8,M1H",95
5937,DATE+,5085,5090,"8,M1H",95
5938,DATE+,5355,5359,0121,95
5939,DATE+,5535,5541,0 1400,95
5940,DATE+,5554,5568,1800 1900 200•,95
5941,DATE+,5604,5608,"0,92",95
5942,DATE+,5779,5784,1 217,95
5943,DATE+,5920,5923,8NT,95
5944,DATE+,6092,6100,100 2003,95
5945,DATE+,6139,6144,22 21,95
5946,DATE+,6148,6153,17 16,95
5947,DATE+,6163,6178,24 25 1200 1300,95
5948,DATE+,6179,6183,1409,95
5949,DATE+,6274,6278,2I09,95
5950,DATE+,6334,6339,15 16,95
5951,DATE+,6340,6348,"16 18,52",95
5952,DATE+,7123,7127,4lS9,95
5953,DATE+,7276,7283,dinsdag,95
5954,DATE+,7396,7408,1Productie1A,95
5955,DATE+,7555,7558,ne8,95
5956,DATE+,7679,7681,1V,95
5957,DATE+,7897,7905,125JlKLA,95
5958,DATE+,8768,8772,2013,95
5959,DATE+,8901,8905,20'7,95
5960,DATE+,9095,9099,2017,95
5961,DATE+,9137,9148,15d ecember,95
5962,DATE+,9149,9153,2017,95
5963,DATE+,9384,9400,9f ebr2u0a1gr7ei,95
5964,DATE+,9428,9434,5 1049,95
5965,DATE+,11347,11356,24mel2017,95
5966,DATE+,11399,11405,11ln11,95
5967,DATE+,11406,11418,15d ecember2,95
5968,DATE+,11782,11785,"3,D",95
5969,DATE+,12453,12456,5 n,95
5970,DATE+,12492,12506,"1r,1mcmhv!9eot",95
5971,DATE+,13492,13496,2017,95
5972,DATE+,13863,13867,nn·u,95
5973,DATE+,14143,14147,2008,95
5974,DATE+,14295,14301,200d8i,95
5975,DATE+,14443,14448,0e3ne,95
5976,DATE+,15176,15178,2w,95
5977,DATE+,15360,15364,1M8H,95
5978,DATE+,15899,15904,2van6,95
5979,DATE+,16010,16013,2w3,95
5980,DATE+,16427,16432,"280,0",95
5981,DATE+,16524,16529,"150,0",95
5982,DATE+,16841,16852,15d ecember,95
5983,DATE+,16853,16857,2017,95
5984,DATE+,16877,16883,3v a6n,95
5985,DATE+,17153,17155,•1,95
5986,DATE+,17168,17170,1•,95
5987,DATE+,17451,17460,"2,0 280,0",95
5988,DATE+,17519,17524,"150,0",95
5989,DATE+,17539,17544,"150,0",95
5990,DATE+,17891,17902,15d ecember,95
5991,DATE+,17903,17907,2017,95
5992,DATE+,18000,18008,006E3001,95
5993,DATE+,18013,18018,13m8e,95
5994,DATE+,18194,18197,J1H,95
5995,DATE+,18293,18301,90 meter,95
5996,DATE+,18408,18413,"210,0",95
5997,DATE+,18760,18762,1•,95
5998,DATE+,18981,18994,"2,0 220,0 2,0",95
5999,DATE+,19081,19084,"4,Q",95
6000,DATE+,19204,19205,>,95
6001,DATE+,19223,19228,"170,0",95
6002,DATE+,19323,19327,eI n,95
6003,DATE+,19702,19718,nI TUS-MR1 268-3,95
6004,DATE+,19789,19794,4 1Î4,95
6005,DATE+,19890,19895,268-3,95
6006,DATE+,20262,20290,15d eçem2b0e1r7 OOsSlemummer,95
6007,DATE+,20619,20621,1I,95
7945,ID,9,11,95,95
7946,title,24,62,besluit-wob-aanvraag-radio-limburg.pdf,95
7947,event,157,274,"heb ik uw verzoek zoals bedoeld in artikel 3, eerste lid, van de Wet openbaarheid van bestuur (hierna: Wob) ontvangen",95
7948,event,642,701,ontvangst van uw verzoek is schri�elijk bevestigd bij brief,95
7949,event,813,985,heb ik aan u medegedeeld dat enkele stukken op uw verzoek betrekking hebbende documenten gegevens bevatten die van derde(n) afkomstig zijn/die betrekking hebben op derde(n),95
7951,event,1004,1042,derde-belanghebbende(n) zijn bij brief,95
7953,event,1062,1173,geïnformeerd over de documenten die naar mijn oordeel in eerste instantie tot te openbaren documenten behoorden,95
6008,c: besluit datum,251,263,22 juni 2022,113
6009,c: verzoek datum,288,301,29 maart 2022,113
6010,DATE+,573,577,2014,113
6011,DATE+,756,768,8 april 2022,113
6012,DATE+,878,889,12 mei 2022,113
6013,c: inwerking treden van Woo,922,932,1 mei 2022,113
6014,DATE+,1040,1052,22 juni 2022,113
7954,ID,9,12,113,113
7955,title,25,71,besluit-wob-verzoek-fosfaatrechten-bedrijf.pdf,113
7956,event,245,250,Datum,113
7957,event,302,409,heeft u de Rijksdienst voor Ondernemend Nederland (hierna: RVO.nl) gevraagd om informatie openbaar te maken,113
7958,event,933,999,is de Wob ingetrokken en vervangen door de Wet open overheid (Woo),113
6015,DATE+,85,93,379 8911,6
6016,c: besluit datum,115,128,24 maart 2022,6
6017,DATE+,139,154,28 oktober 2021,6
6018,c: verzoek datum,328,343,27 oktober 2021,6
6019,c: verzoek ontvangen,358,373,28 oktober 2021,6
6020,DATE+,636,650,1 januari 2020,6
6021,DATE+,653,668,27 oktober 2021,6
6022,c: ontvangst verzoek bevestigd,738,754,15 november 2021,6
6023,DATE+,856,872,23 december 2021,6
6024,DATE+,888,909,donderdag 25 november,6
6025,DATE+,1146,1157,10 december,6
6026,DATE+,1532,1536,2021,6
6027,DATE+,1544,1555,17 december,6
6028,DATE+,1565,1575,25 januari,6
6029,DATE+,1689,1699,18 januari,6
6030,DATE+,1709,1720,14 februari,6
6031,DATE+,1778,1788,14-04-2020,6
6032,DATE+,1995,1999,2020,6
6033,DATE+,2109,2116,03 2020,6
6034,DATE+,2155,2165,12-02-2021,6
6035,DATE+,2185,2189,2020,6
6036,DATE+,2242,2252,05-03-2021,6
6037,DATE+,2303,2308,31 Q3,6
6038,DATE+,2329,2339,26-05-2021,6
6039,DATE+,2435,2439,2020,6
6040,DATE+,2512,2523,18 augustus,6
6041,DATE+,2531,2535,2021,6
6042,DATE+,2566,2576,11-08-2021,6
6043,DATE+,2648,2658,18-08-2021,6
6044,DATE+,2740,2744,2020,6
6045,DATE+,2752,2762,27-08-2021,6
6046,DATE+,2858,2862,2021,6
6047,DATE+,2870,2880,07-09-2021,6
6048,DATE+,2945,2954,september,6
6049,DATE+,2985,2995,24-09-2021,6
6050,DATE+,3065,3077,29 september,6
6051,DATE+,3096,3106,27-09-2021,6
6052,DATE+,3161,3170,5 oktober,6
6053,DATE+,3178,3182,2021,6
6054,DATE+,3208,3218,05-10-2021,6
6055,DATE+,3317,3321,2020,6
6056,DATE+,3328,3332,2021,6
6057,DATE+,3340,3350,13-10-2021,6
6058,DATE+,3545,3555,18-10-2021,6
6059,DATE+,3783,3787,2020,6
6060,DATE+,3794,3798,2021,6
6061,DATE+,3815,3826,2-Wijziging,6
7959,ID,9,10,6,6
7960,title,23,74,1e-deelbesluit-wob-geschil-versterkingsoperatie.PDF,6
7961,event,109,114,Datum,6
7962,event,345,354,ontvangen,6
7963,event,375,466,heeft u met een beroep op de Wet openbaarheid van bestuur (hierna: Wob) informatie verzocht,6
7964,date,636,668,1 januari 2020 – 27 oktober 2021,6
7965,event,686,733,ontvangst van uw verzoek is bevestigd bij brief,6
7966,c: contact,888,912,donderdag 25 november jl,6
7967,event,915,1100,gesproken met de heer Hans Hindriks van het ministerie van Economische Zaken en Klimaat (hierna: ministerie van EZK) over de reikwijdte van uw verzoek en de voortgang van de afhandeling,6
7968,event,1110,1142,afspraak is bevestigd per e-mail,6
7970,c: contact,1146,1160,10 december jl,6
7971,c: contact,1544,1578,17 december jl en op 25 januari jl,6
7972,event,1579,1669,heeft u met de heer Hindriks gesproken over de voortgang van de afhandeling van uw verzoek,6
7973,event,1724,1773,per e-mail een update over de voortgang ontvangen,6
7974,c: contact,1689,1723,18 januari jl en op 14 februari jl,6
6062,DATE+,140,144,2022,94
6063,c: verzoek datum,173,184,27 mei 2022,94
6064,DATE+,323,327,2020,94
6065,c: ontvangst verzoek bevestigd,505,516,30 mei 2022,94
6066,DATE+,632,644,17 juni 2022,94
6067,DATE+,648,660,22 juni 2022,94
6068,c: beslistermijn verdaagd,707,719,23 juni 2022,94
6069,DATE+,775,786,8 juli 2022,94
6070,c: beslistermijn verdaagd,821,832,6 juli 2022,94
6071,DATE+,927,939,22 juli 2022,94
6072,DATE+,1035,1039,2013,94
7975,ID,9,11,94,94
7976,title,24,79,besluit-op-woo-verzoek-over-twee-vacatures-uit-2020.pdf,94
7977,event,185,279,op grond van de Wet open overheid (hierna: Woo) verzocht om openbaarmaking van alle informatie,94
7978,event,517,584,heeft u bericht ontvangen dat uw verzoek in goede orde is ontvangen,94
7979,c: contact,632,660,17 juni 2022 en 22 juni 2022,94
7980,event,661,688,telefonisch contact geweest,94
7981,event,720,763,is de beslistermijn met twee weken verdaagd,94
7983,event,888,915,de beslistermijn opgeschort,94
7984,event,804,816,is bij brief,94
6073,DATE+,101,108,42 5708,18
6074,c: besluit datum,164,179,9 februari 2022,18
6075,c: verzoek datum,285,301,22 november 2021,18
6076,c: ontvangst verzoek bevestigd,551,566,1 december 2021,18
6077,DATE+,644,659,17 januari 2022,18
6078,c: beslistermijn verdaagd,683,698,11 januari 2022,18
6079,DATE+,759,774,27 januari 2022,18
6080,DATE+,908,921,13 maart 2019,18
7985,ID,9,11,18,18
7986,title,24,44,2021-281-besluit.pdf,18
7987,event,157,162,Datum,18
7988,event,302,396,heeft u met een beroep op de Wet openbaarheid van bestuur (hierna: Wob) om informatie verzocht,18
7989,event,500,546,ontvangst van uw verzoek heb ik met mijn brief,18
7990,event,567,576,bevestigd,18
7992,event,699,754,heb ik u medegedeeld dat de beslistermijn is opgeschort,18
6105,c: besluit datum,174,191,28 september 2022,63
6106,c: verzoek ontvangen,200,213,14 april 2022,63
6107,c: inwerking treden van Woo,348,358,1 mei 2022,63
6108,DATE+,457,474,28 september 2022,63
6109,DATE+,947,951,2017,63
6110,DATE+,1067,1071,2017,63
6111,DATE+,1185,1202,28 september 2022,63
7997,ID,9,11,63,63
7998,title,24,117,220927-woo-besluit-afgegeven-verklaring-niet-afgetrokken-premies-en-inhouding-loonheffing.pdf,63
7999,event,168,173,Datum,63
8000,event,214,322,ontving ik uw verzoek om op grond van de Wet openbaarheid bestuur (hierna: Wob) informatie openbaar to maken,63
8001,event,359,418,is de Wob vervangen door de Wet open overheid (hierna: Woo),63
6112,DATE+,88,104,17 februari 2022,110
6113,c: besluit datum,115,128,14 maart 2022,110
6114,c: verzoek datum,195,211,17 februari 2022,110
6115,DATE+,288,292,2001,110
6116,c: ontvangst verzoek bevestigd,371,383,3 maart 2022,110
6117,DATE+,565,569,2001,110
6118,DATE+,744,748,2001,110
8002,ID,9,12,110,110
8004,title,25,83,besluit-wob-totstandkoming-wet-inkomstenbelasting-2001.pdf,110
8006,event,109,114,Datum,110
8007,event,212,234,verzocht om informatie,110
8008,event,184,191,heeft u,110
8009,event,300,366,ontvangst van uw verzoek heb ik u schriftelijk bevestigd bij brief,110
6119,DATE+,100,104,1087,32
6120,c: besluit datum,297,314,20 september 2022,32
6121,c: verzoek datum,525,541,5 september 2022,32
6122,DATE+,810,822,28 juli 2022,32
8010,ID,9,11,32,32
8011,title,24,44,2022-076-besluit.pdf,32
8012,event,291,296,Datum,32
8013,event,582,699," heeft u het ministerie van Onderwijs, Cultuur en Wetenschap verzocht om een specifieke beschikking openbaar te maken",32
6123,DATE+,156,164,450 9700,111
6124,DATE+,239,247,450 9700,111
6125,DATE+,283,295,050 587 7444,111
6126,DATE+,341,345,2022,111
6127,c: verzoek ontvangen,447,464,21 september 2021,111
6128,c: ontvangst verzoek bevestigd,669,683,5 oktober 2021,111
6129,c: contact,731,747,19 november 2021,111
6130,DATE+,906,914,n5Bijl1a,111
6131,DATE+,1569,1580,6J-22§-ZQ2l,111
6132,DATE+,1759,1766,86W0B1S,111
6133,DATE+,2552,2556,1175,111
6134,DATE+,3658,3669,202z2qa nan,111
6135,DATE+,3707,3712,jkdeJ,111
6136,DATE+,4086,4089,1•U,111
6137,DATE+,4276,4283,ETWIRK•,111
6138,DATE+,4533,4538,562kW,111
6139,DATE+,4702,4709,"21at ,,",111
6140,DATE+,4834,4836,1U,111
6141,DATE+,4962,4972,elviejnk9t,111
6142,DATE+,5066,5071,006E1,111
6143,DATE+,5082,5089,52N1049,111
6144,DATE+,5150,5155,"6,'71",111
6145,DATE+,5172,5176,21HO,111
6146,DATE+,5228,5229,>,111
6147,DATE+,5358,5362,1-JH,111
6148,DATE+,5924,5925,>,111
6149,DATE+,6523,6531,8 833V2A,111
6150,DATE+,6825,6830,9i00A,111
6151,DATE+,7301,7303,2j,111
6152,DATE+,7525,7527,1Z,111
6153,DATE+,7955,7960,0CtNM,111
6154,DATE+,8034,8037,2L0,111
6155,DATE+,8329,8336,2j u2D0,111
6156,DATE+,8699,8707,587 7444,111
6157,DATE+,8712,8720,5MvHaznN,111
6158,DATE+,8781,8785,2003,111
8015,ID,9,12,111,111
8016,title,25,63,besluit-wob-verplaatsen-opstelpunt.pdf,111
8018,event,465,492,heb ik uw verzoek ontvangen,111
8019,event,604,654,ontvangst van uw verzoek is schriftelijk bevestigd,111
8020,event,778,890,heb ik aan u medegedeeld dat de stukken die op uw verzoek betrekking hebben gegevens bevatten die zien op derden,111
6170,DATE+,109,117,489 0000,55
6171,DATE+,171,177,7·0JUN,55
6172,DATE+,178,182,2022,55
6173,DATE+,289,300,22·0032/WOO,55
6174,c: verzoek datum,348,361,21 april 2022,55
6175,c: ontvangst verzoek bevestigd,563,576,26 april 2022,55
6176,DATE+,612,623,22-0032/Woo,55
6177,c: beslistermijn verdaagd,631,642,11 mei 2022,55
6178,c: inwerking treden van Woo,764,774,1 mei 2022,55
6179,DATE+,869,879,1 mei 2022,55
6180,DATE+,891,902,22·0032/Woo,55
6181,DATE+,1153,1163,1 mei 2022,55
6182,DATE+,1202,1212,1 mei 2022,55
6183,DATE+,1325,1336,S juni 2013,55
6184,DATE+,1482,1493,22-0032/Woo,55
6185,DATE+,1739,1752,12 maart 2021,55
6186,DATE+,1796,1809,14 maart 2021,55
6187,DATE+,1936,1947,22-0032/Woo,55
8030,ID,9,11,55,55
8031,title,24,43,22-0032-besluit.pdf,55
8032,event,362,453,heeft u bij het Ministerie van Infrastructuur en Waterstaat een informatieverzoek ingediend,55
8033,event,486,558,ontvangst van uw verzoek is door de ILT schriftelijk bevestigd bij brief,55
8034,event,643,756,heb ik u laten weten dat de wettelijke termijn om te beslissen op uw informatieverzoek is verdaagd met twee weken,55
8035,event,775,818,is de Wet open overheid in werking getreden,55
6188,c: besluit datum,112,128,25 augustus 2022,84
6189,c: verzoek datum,165,181,28 december 2021,84
6190,c: inwerking treden van Woo,312,322,1 mei 2022,84
6191,c: ontvangst verzoek bevestigd,426,441,12 januari 2022,84
6192,DATE+,621,635,1 januari 2021,84
